Mục đích của việc tích hợp ESG vào hoạt động của công ty là gì?,"Để tích hợp các hoạt động bền vững và có trách nhiệm vào hoạt động, quy trình ra quyết định và chiến lược kinh doanh tổng thể."
"Ngoài việc là một điều đúng đắn về mặt đạo đức, tại sao việc tích hợp ESG lại được coi là một chiến lược bắt buộc phải có đối với các tổ chức ngày nay?",Để duy trì sự phù hợp và khả năng cạnh tranh trong bối cảnh toàn cầu đang thay đổi nhanh chóng.
ESG giúp các tổ chức giải quyết những thách thức môi trường cấp bách nào?,"Biến đổi khí hậu, cạn kiệt tài nguyên và ô nhiễm."
ESG giúp các tổ chức giảm thiểu những rủi ro nào liên quan đến các vấn đề xã hội và quản trị?,"Gian lận, tham nhũng và không tuân thủ quy định."
ESG bắt nguồn từ lĩnh vực nào và với mục đích gì?,Nó bắt nguồn từ lĩnh vực tài chính khi các nhà đầu tư tìm kiếm các lựa chọn đầu tư có đạo đức và bền vững hơn.
"Trong những năm 1960-1970, điều gì đã thúc đẩy các tổ chức đặt câu hỏi về việc chỉ tập trung vào lợi nhuận tài chính?","Những lo ngại ngày càng tăng về tác động môi trường, bất bình đẳng xã hội và các hoạt động kinh doanh phi đạo đức."
Những sự kiện nào trong những năm 1980-1990 đã tạo đà cho ESG?,Các thảm họa môi trường như vụ tràn dầu Exxon Valdez và các vụ bê bối nhân quyền như nạn phân biệt chủng tộc và xưởng may của Nike.
Thuật ngữ 'ESG' được đặt ra lần đầu tiên vào năm nào và trong tài liệu nào?,"Năm 2005, trong bài báo có ảnh hưởng 'Who Cares Wins'."
"Năm 2015, Liên Hợp Quốc đã thiết lập điều gì để giải quyết các tác động môi trường và bất công xã hội?",Các Mục tiêu Phát triển Bền vững (SDGs).
Hiệp định quốc tế quan trọng nào về biến đổi khí hậu có hiệu lực vào tháng 11 năm 2016?,Hiệp định Paris.
"Theo dự đoán, điều gì sẽ xảy ra trong lĩnh vực ESG giai đoạn 2024-2026?","Sự gia tăng trong việc tích hợp và quy định ESG, với các tiêu chuẩn báo cáo được chuẩn hóa."
Dự đoán nào cho ESG sau năm 2027?,Tính bền vững sẽ được tích hợp vững chắc vào tài chính chính thống và các yếu tố ESG sẽ đóng vai trò trung tâm trong các quyết định đầu tư.
Hơn _____ công ty đã cam kết không phát thải ròng như một phần của chiến dịch 'cuộc đua đến số không' của Liên Hợp Quốc.,5000
"Việc thực hiện các tiêu chí ESG đảm bảo rằng các công ty giải quyết các yếu tố ngoại vi của họ, đây là một thành phần quan trọng để giữ được điều gì?",Giấy phép xã hội để hoạt động (Social License to Operate).
Ba trụ cột của ESG là gì?,"Môi trường (Environmental), Xã hội (Social), và Quản trị (Governance)."
"Trong trụ cột Môi trường của ESG, trọng tâm chính liên quan đến biến đổi khí hậu là gì?",Cắt giảm khí thải nhà kính (GHG) và khử cacbon.
"Ngoài GHG, khía cạnh nào khác của khí thải được xem xét trong trụ cột Môi trường của ESG?",Cách các công ty đối phó với việc giảm thiểu các chất có hại trong khí quyển (khí thải phi GHG).
"Trong bối cảnh ESG, việc quản lý nước và nước thải tập trung vào điều gì?","Việc sử dụng nước trong sản xuất, loại bỏ chất ô nhiễm khỏi nước thải và cung cấp nước cho phát triển kinh tế."
Một thành phần quan trọng của một công ty định hướng ESG liên quan đến việc sử dụng vật liệu là gì?,"Quản lý chất thải hiệu quả, tập trung vào việc giảm phát sinh chất thải và cải thiện hiệu quả sử dụng tài nguyên."
Mục tiêu của các công ty định hướng ESG liên quan đến đa dạng sinh học và hệ sinh thái là gì?,"Ngăn chặn và trung hòa các tổn thất đa dạng sinh học đáng kể, đồng thời duy trì và phục hồi các hệ sinh thái."
"Trong trụ cột Quản trị của ESG, đạo đức kinh doanh đề cập đến điều gì?",Cách các công ty tiếp xúc và giải quyết các vấn đề đạo đức kinh doanh như một phần không thể thiếu trong chiến lược của họ.
Nguyên tắc ESG xem xét việc phân bổ vốn như thế nào?,Chúng xem xét cách các công ty đảm bảo các quyết định phân bổ vốn phản ánh các cam kết ESG của họ.
